Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,254781,8938,44,22996,47717,260,116278,2022-06-03
ACT,4366,729,0,0,3715,0,0,2022-06-03
NSW,100211,0,0,7412,14,0,36561,2022-06-03
NT,1404,159,1,20,798,11,301,2022-06-03
QLD,25714,12,0,3778,67,0,19618,2022-06-03
SA,17261,2417,6,45,12827,43,276,2022-06-03
TAS,4405,488,5,231,2205,20,1509,2022-06-03
VIC,55048,0,0,9583,0,0,47604,2022-06-03
WA,46372,5133,32,1927,28091,186,10409,2022-06-03
