Age Group,Male,Female,Date
0-9,206836,194179,2022-06-07
10-19,256587,275484,2022-06-07
20-29,393303,431760,2022-06-07
30-39,340258,378962,2022-06-07
40-49,261413,300204,2022-06-07
50-59,206731,225684,2022-06-07
60-69,138722,140557,2022-06-07
70-79,78571,71321,2022-06-07
80-89,33311,34223,2022-06-07
90+,8282,14589,2022-06-07
