Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,14808,388,8,1044,2204,45,7311,2021-12-01
ACT,135,4,0,0,47,0,0,2021-12-01
NSW,2633,148,5,98,912,34,565,2021-12-01
NT,57,0,0,0,15,1,0,2021-12-01
QLD,14,1,2,0,10,7,0,2021-12-01
SA,8,1,1,0,11,1,0,2021-12-01
TAS,1,0,0,1,0,0,1,2021-12-01
VIC,11959,234,0,945,1209,1,6745,2021-12-01
WA,1,0,0,0,0,1,0,2021-12-01
