Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,204730,4703,8,24410,25090,51,139886,2022-03-02
ACT,4027,1053,0,0,4616,0,0,2022-03-02
NSW,96291,1,0,10649,2,2,54261,2022-03-02
NT,4016,93,0,475,249,0,3709,2022-03-02
QLD,30217,170,1,4840,1315,5,31399,2022-03-02
SA,16938,2036,5,34,11404,33,218,2022-03-02
TAS,5100,0,0,868,4,0,5726,2022-03-02
VIC,41162,324,0,6802,2030,0,42048,2022-03-02
WA,6979,1026,2,742,5470,11,2525,2022-03-02
