Jurisdiction,Active,Recovered,Deaths,Date
Australia,761,1813,877,2021-12-05
ACT,4,8,7,2021-12-05
NSW,277,122,99,2021-12-05
NT,0,0,0,2021-12-05
QLD,0,0,1,2021-12-05
SA,0,0,0,2021-12-05
TAS,0,0,1,2021-12-05
VIC,480,1683,769,2021-12-05
WA,0,0,0,2021-12-05
