Age Group,Male,Female,Date
0-9,1,3,2022-03-10
10-19,1,1,2022-03-10
20-29,10,4,2022-03-10
30-39,31,19,2022-03-10
40-49,53,31,2022-03-10
50-59,146,87,2022-03-10
60-69,341,169,2022-03-10
70-79,755,375,2022-03-10
80-89,1101,773,2022-03-10
90+,593,697,2022-03-10
