Age Group,Male,Female,Date
0-9,62679,58876,2022-01-20
10-19,86486,93627,2022-01-20
20-29,183397,189284,2022-01-20
30-39,124194,126115,2022-01-20
40-49,82201,88321,2022-01-20
50-59,65850,70518,2022-01-20
60-69,41151,40505,2022-01-20
70-79,20765,18846,2022-01-20
80-89,8402,8980,2022-01-20
90+,1955,3501,2022-01-20
