Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,28432,408,3,1696,5020,24,10548,2021-10-23
ACT,400,24,0,0,158,0,5,2021-10-23
NSW,4820,332,1,0,2137,4,0,2021-10-23
NT,9,0,0,0,0,0,0,2021-10-23
QLD,28,0,0,0,1,11,0,2021-10-23
SA,8,0,0,0,0,2,0,2021-10-23
TAS,1,0,0,0,0,0,0,2021-10-23
VIC,23164,52,2,1696,2724,7,10543,2021-10-23
WA,2,0,0,0,0,0,0,2021-10-23
