Jurisdiction,Active,Recovered,Deaths,Date
Australia,2127,1966,924,2022-01-09
ACT,4,8,7,2022-01-09
NSW,934,124,117,2022-01-09
NT,0,0,0,2022-01-09
QLD,148,2,3,2022-01-09
SA,255,0,3,2022-01-09
TAS,24,0,1,2022-01-09
VIC,762,1832,793,2022-01-09
WA,0,0,0,2022-01-09
