Age Group,Male,Female,Date
0-9,72520,67951,2022-01-25
10-19,95509,103314,2022-01-25
20-29,195825,202719,2022-01-25
30-39,137361,141304,2022-01-25
40-49,92566,100141,2022-01-25
50-59,73927,79445,2022-01-25
60-69,47220,46582,2022-01-25
70-79,24037,21799,2022-01-25
80-89,9754,10305,2022-01-25
90+,2267,4047,2022-01-25
