Age Group,Male,Female,Date
0-9,1,3,2022-03-12
10-19,1,1,2022-03-12
20-29,10,4,2022-03-12
30-39,31,19,2022-03-12
40-49,53,32,2022-03-12
50-59,146,88,2022-03-12
60-69,342,169,2022-03-12
70-79,757,376,2022-03-12
80-89,1104,776,2022-03-12
90+,596,700,2022-03-12
