Jurisdiction,Active,Recovered,Deaths,Date
Australia,36,76,10,2021-11-12
ACT,0,0,0,2021-11-12
NSW,17,15,2,2021-11-12
NT,0,0,0,2021-11-12
QLD,0,8,0,2021-11-12
SA,0,1,0,2021-11-12
TAS,0,3,2,2021-11-12
VIC,19,49,5,2021-11-12
WA,0,0,1,2021-11-12
