Age Group,Male,Female,Date
0-9,12812,12175,2021-11-09
10-19,13963,13148,2021-11-09
20-29,19134,17797,2021-11-09
30-39,16530,15152,2021-11-09
40-49,11610,10826,2021-11-09
50-59,8808,8390,2021-11-09
60-69,5325,5104,2021-11-09
70-79,2884,2722,2021-11-09
80-89,1473,1872,2021-11-09
90+,424,923,2021-11-09
