Age Group,Male,Female,Date
0-9,7,8,2022-08-10
10-19,5,4,2022-08-10
20-29,17,12,2022-08-10
30-39,55,32,2022-08-10
40-49,107,70,2022-08-10
50-59,266,161,2022-08-10
60-69,655,354,2022-08-10
70-79,1509,818,2022-08-10
80-89,2352,1745,2022-08-10
90+,1412,1821,2022-08-10
