Jurisdiction,Active,Recovered,Deaths,Date
Australia,81,76,13,2021-12-19
ACT,0,0,0,2021-12-19
NSW,21,15,3,2021-12-19
NT,0,0,0,2021-12-19
QLD,3,8,0,2021-12-19
SA,0,1,0,2021-12-19
TAS,0,3,2,2021-12-19
VIC,57,49,7,2021-12-19
WA,0,0,1,2021-12-19
