Age Group,Male,Female,Date
0-9,1,2,2022-01-19
10-19,2,1,2022-01-19
20-29,9,3,2022-01-19
30-39,21,8,2022-01-19
40-49,38,17,2022-01-19
50-59,89,58,2022-01-19
60-69,183,96,2022-01-19
70-79,394,221,2022-01-19
80-89,534,422,2022-01-19
90+,247,382,2022-01-19
