Jurisdiction,Active,Recovered,Deaths,Date
Australia,36,76,10,2021-11-23
ACT,0,0,0,2021-11-23
NSW,17,15,2,2021-11-23
NT,0,0,0,2021-11-23
QLD,0,8,0,2021-11-23
SA,0,1,0,2021-11-23
TAS,0,3,2,2021-11-23
VIC,19,49,5,2021-11-23
WA,0,0,1,2021-11-23
