Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,348695,9823,54,26675,71303,272,202086,2022-04-27
ACT,5535,831,0,0,6679,0,0,2022-04-27
NSW,162693,1,1,9847,9,2,89707,2022-04-27
NT,3165,8,0,326,80,0,3059,2022-04-27
QLD,46828,0,0,5142,261,3,47234,2022-04-27
SA,26944,3366,9,88,25095,41,610,2022-04-27
TAS,6929,668,0,289,1466,0,7045,2022-04-27
VIC,52296,193,0,9072,705,0,39301,2022-04-27
WA,44305,4756,44,1911,37008,226,15130,2022-04-27
