Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,483680,13273,23,46332,83480,127,306169,2022-04-01
ACT,5917,1194,0,0,6965,0,0,2022-04-01
NSW,259909,1,1,22105,45,1,145984,2022-04-01
NT,2529,10,0,483,120,0,2376,2022-04-01
QLD,58509,175,0,7114,1436,5,61488,2022-04-01
SA,32156,4968,8,85,30483,37,549,2022-04-01
TAS,12538,0,0,2465,1140,0,12848,2022-04-01
VIC,59589,0,0,11292,2119,0,65636,2022-04-01
WA,52533,6925,14,2788,41172,84,17288,2022-04-01
