Jurisdiction,Active,Recovered,Deaths,Date
Australia,37,76,11,2021-12-04
ACT,0,0,0,2021-12-04
NSW,16,15,3,2021-12-04
NT,0,0,0,2021-12-04
QLD,0,8,0,2021-12-04
SA,0,1,0,2021-12-04
TAS,0,3,2,2021-12-04
VIC,21,49,5,2021-12-04
WA,0,0,1,2021-12-04
