Age Group,Male,Female,Date
0-9,206570,193874,2022-06-06
10-19,256322,275189,2022-06-06
20-29,392956,431280,2022-06-06
30-39,339764,378348,2022-06-06
40-49,260984,299723,2022-06-06
50-59,206342,225160,2022-06-06
60-69,138368,140202,2022-06-06
70-79,78308,71125,2022-06-06
80-89,33203,34077,2022-06-06
90+,8238,14509,2022-06-06
