Age Group,Male,Female,Date
0-9,187193,175858,2022-05-30
10-19,232341,249119,2022-05-30
20-29,362175,396287,2022-05-30
30-39,308539,342191,2022-05-30
40-49,234608,268820,2022-05-30
50-59,185677,202670,2022-05-30
60-69,125372,127025,2022-05-30
70-79,70941,64342,2022-05-30
80-89,29781,30283,2022-05-30
90+,7246,12626,2022-05-30
