Age Group,Male,Female,Date
0-9,14178,13426,2021-10-17
10-19,17150,15857,2021-10-17
20-29,26286,23565,2021-10-17
30-39,22235,19328,2021-10-17
40-49,15410,13567,2021-10-17
50-59,11922,10762,2021-10-17
60-69,7079,6628,2021-10-17
70-79,3787,3497,2021-10-17
80-89,1786,2092,2021-10-17
90+,460,972,2021-10-17
