Jurisdiction,Active,Recovered,Deaths,Date
Australia,36,76,10,2021-11-27
ACT,0,0,0,2021-11-27
NSW,17,15,2,2021-11-27
NT,0,0,0,2021-11-27
QLD,0,8,0,2021-11-27
SA,0,1,0,2021-11-27
TAS,0,3,2,2021-11-27
VIC,19,49,5,2021-11-27
WA,0,0,1,2021-11-27
