Age Group,Male,Female,Date
0-9,0,0,2021-11-05
10-19,1,1,2021-11-05
20-29,6,3,2021-11-05
30-39,9,6,2021-11-05
40-49,26,10,2021-11-05
50-59,64,37,2021-11-05
60-69,131,50,2021-11-05
70-79,235,143,2021-11-05
80-89,338,310,2021-11-05
90+,163,261,2021-11-05
