Age Group,Male,Female,Date
0-9,90434,84790,2022-02-09
10-19,112922,121609,2022-02-09
20-29,219004,228568,2022-02-09
30-39,161057,168458,2022-02-09
40-49,110470,120376,2022-02-09
50-59,87116,93803,2022-02-09
60-69,56266,56124,2022-02-09
70-79,29296,26460,2022-02-09
80-89,11917,12529,2022-02-09
90+,2833,5009,2022-02-09
