Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,462493,10251,9,35974,80331,113,294150,2022-03-27
ACT,5994,799,0,0,7372,0,0,2022-03-27
NSW,250788,0,0,17450,6,0,145837,2022-03-27
NT,2102,5,0,247,139,0,1886,2022-03-27
QLD,58311,117,0,7621,1747,4,61702,2022-03-27
SA,29824,3760,6,49,27810,32,472,2022-03-27
TAS,10778,1,0,1516,3469,0,8653,2022-03-27
VIC,56139,364,0,7102,2196,0,60718,2022-03-27
WA,48557,5205,3,1989,37592,77,14882,2022-03-27
