Age Group,Male,Female,Date
0-9,187193,175858,2022-05-27
10-19,232341,249119,2022-05-27
20-29,362175,396287,2022-05-27
30-39,308539,342191,2022-05-27
40-49,234608,268820,2022-05-27
50-59,185677,202670,2022-05-27
60-69,125372,127025,2022-05-27
70-79,70941,64342,2022-05-27
80-89,29781,30283,2022-05-27
90+,7246,12626,2022-05-27
