Jurisdiction,Active,Recovered,Deaths,Date
Australia,32,73,10,2021-10-21
ACT,0,0,0,2021-10-21
NSW,18,13,2,2021-10-21
NT,0,0,0,2021-10-21
QLD,0,8,0,2021-10-21
SA,0,1,0,2021-10-21
TAS,0,3,2,2021-10-21
VIC,13,48,5,2021-10-21
WA,0,0,1,2021-10-21
