Age Group,Male,Female,Date
0-9,210920,198080,2022-07-16
10-19,252613,272479,2022-07-16
20-29,400330,443984,2022-07-16
30-39,355612,397596,2022-07-16
40-49,274734,315605,2022-07-16
50-59,224771,249049,2022-07-16
60-69,156563,159997,2022-07-16
70-79,90992,83118,2022-07-16
80-89,40026,41522,2022-07-16
90+,10242,18233,2022-07-16
