Age Group,Male,Female,Date
0-9,182812,171729,2022-05-22
10-19,227342,243702,2022-05-22
20-29,355845,388469,2022-05-22
30-39,300619,332456,2022-05-22
40-49,227389,259745,2022-05-22
50-59,179121,195089,2022-05-22
60-69,120521,121712,2022-05-22
70-79,67800,61352,2022-05-22
80-89,28275,28642,2022-05-22
90+,6785,11767,2022-05-22
