Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,666157,4419,15,54403,30726,73,440525,2022-01-15
ACT,3316,629,0,0,7928,0,0,2022-01-15
NSW,337510,221,0,26799,1557,8,190712,2022-01-15
NT,4067,7,0,273,795,12,1949,2022-01-15
QLD,168012,16,0,13606,155,0,92956,2022-01-15
SA,34725,1524,14,2811,7266,43,21169,2022-01-15
TAS,1833,0,0,259,33,2,2951,2022-01-15
VIC,116574,2015,0,10654,12938,0,130786,2022-01-15
WA,120,7,1,1,54,8,2,2022-01-15
