Jurisdiction,Active,Recovered,Deaths,Date
Australia,724,1740,858,2021-11-23
ACT,4,8,7,2021-11-23
NSW,276,118,98,2021-11-23
NT,0,0,0,2021-11-23
QLD,0,0,1,2021-11-23
SA,0,0,0,2021-11-23
TAS,0,0,1,2021-11-23
VIC,444,1614,751,2021-11-23
WA,0,0,0,2021-11-23
