Age Group,Male,Female,Date
0-9,166015,155956,2022-05-01
10-19,206323,219957,2022-05-01
20-29,313994,338650,2022-05-01
30-39,259738,287153,2022-05-01
40-49,195790,222362,2022-05-01
50-59,151622,164240,2022-05-01
60-69,100786,101562,2022-05-01
70-79,56065,50597,2022-05-01
80-89,23082,23292,2022-05-01
90+,5445,9435,2022-05-01
