Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,218055,2265,6,19855,13485,57,160220,2022-02-19
ACT,2669,355,0,0,3335,0,0,2022-02-19
NSW,108729,3,0,7612,15,1,58371,2022-02-19
NT,6467,2,0,772,25,0,6344,2022-02-19
QLD,33747,149,0,4770,954,0,38368,2022-02-19
SA,13585,1310,6,20,5902,46,3261,2022-02-19
TAS,3561,0,0,585,2,0,3801,2022-02-19
VIC,48420,306,0,5974,2625,0,49729,2022-02-19
WA,877,140,0,122,627,10,346,2022-02-19
