Age Group,Male,Female,Date
0-9,20897,19796,2021-12-28
10-19,22555,22114,2021-12-28
20-29,32355,30737,2021-12-28
30-39,25274,23970,2021-12-28
40-49,17920,17127,2021-12-28
50-59,13300,12961,2021-12-28
60-69,8167,7925,2021-12-28
70-79,4590,4350,2021-12-28
80-89,2181,2648,2021-12-28
90+,572,1201,2021-12-28
