Age Group,Male,Female,Date
0-9,5,7,2022-09-09
10-19,4,3,2022-09-09
20-29,18,10,2022-09-09
30-39,55,34,2022-09-09
40-49,108,77,2022-09-09
50-59,297,187,2022-09-09
60-69,736,405,2022-09-09
70-79,1716,941,2022-09-09
80-89,2724,2063,2022-09-09
90+,1710,2173,2022-09-09
