Age Group,Male,Female,Date
0-9,124447,116550,2022-03-22
10-19,157482,167511,2022-03-22
20-29,251944,266766,2022-03-22
30-39,194435,210480,2022-03-22
40-49,140853,158152,2022-03-22
50-59,106429,114627,2022-03-22
60-69,67902,68166,2022-03-22
70-79,36098,32529,2022-03-22
80-89,14599,15112,2022-03-22
90+,3466,5988,2022-03-22
