Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,15035,489,9,1250,2850,58,7865,2021-12-10
ACT,73,6,0,0,35,4,0,2021-12-10
NSW,3683,171,4,341,1078,32,1273,2021-12-10
NT,41,3,0,1,10,3,1,2021-12-10
QLD,38,7,1,0,19,6,1,2021-12-10
SA,53,7,1,0,28,5,1,2021-12-10
TAS,0,0,0,0,0,0,0,2021-12-10
VIC,11145,295,3,908,1680,7,6589,2021-12-10
WA,2,0,0,0,0,1,0,2021-12-10
