Age Group,Male,Female,Date
0-9,120528,112807,2022-03-19
10-19,151850,161433,2022-03-19
20-29,246652,260975,2022-03-19
30-39,189283,204283,2022-03-19
40-49,136146,152560,2022-03-19
50-59,103170,111106,2022-03-19
60-69,65940,66119,2022-03-19
70-79,34952,31497,2022-03-19
80-89,14148,14730,2022-03-19
90+,3359,5850,2022-03-19
