Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,382997,793,1,33308,13150,58,206299,2022-01-27
ACT,4787,648,0,0,3144,0,0,2022-01-27
NSW,230740,3,0,17313,23,1,88707,2022-01-27
NT,3700,9,0,172,36,0,851,2022-01-27
QLD,73266,93,0,7521,1124,1,58257,2022-01-27
SA,25735,0,0,1953,4135,45,11603,2022-01-27
TAS,1335,0,0,248,6,0,1642,2022-01-27
VIC,43303,29,0,6101,4587,0,45228,2022-01-27
WA,131,11,1,0,95,11,11,2022-01-27
