Jurisdiction,Active,Recovered,Deaths,Date
Australia,827,1868,889,2021-12-13
ACT,4,8,7,2021-12-13
NSW,311,122,102,2021-12-13
NT,0,0,0,2021-12-13
QLD,0,0,1,2021-12-13
SA,0,0,0,2021-12-13
TAS,0,0,1,2021-12-13
VIC,512,1738,778,2021-12-13
WA,0,0,0,2021-12-13
