Age Group,Male,Female,Date
0-9,7,7,2022-07-25
10-19,4,4,2022-07-25
20-29,16,12,2022-07-25
30-39,52,32,2022-07-25
40-49,96,67,2022-07-25
50-59,248,148,2022-07-25
60-69,605,320,2022-07-25
70-79,1384,740,2022-07-25
80-89,2152,1579,2022-07-25
90+,1254,1613,2022-07-25
