Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,20185,685,13,2725,3252,76,11751,2021-12-16
ACT,61,10,1,0,35,8,0,2021-12-16
NSW,7647,257,4,1481,1395,32,4527,2021-12-16
NT,63,1,0,0,32,8,0,2021-12-16
QLD,50,15,3,4,41,8,5,2021-12-16
SA,108,20,1,3,78,4,16,2021-12-16
TAS,1,1,0,0,1,0,0,2021-12-16
VIC,12252,381,4,1237,1670,14,7203,2021-12-16
WA,3,0,0,0,0,2,0,2021-12-16
