Age Group,Male,Female,Date
0-9,7385,6999,2021-10-07
10-19,9049,8335,2021-10-07
20-29,13619,12513,2021-10-07
30-39,11323,9983,2021-10-07
40-49,7828,7163,2021-10-07
50-59,6195,5634,2021-10-07
60-69,3630,3402,2021-10-07
70-79,1956,1815,2021-10-07
80-89,1012,1308,2021-10-07
90+,311,719,2021-10-07
