Age Group,Male,Female,Date
0-9,0,0,2021-11-06
10-19,1,1,2021-11-06
20-29,6,3,2021-11-06
30-39,9,6,2021-11-06
40-49,26,10,2021-11-06
50-59,64,37,2021-11-06
60-69,131,50,2021-11-06
70-79,235,143,2021-11-06
80-89,338,310,2021-11-06
90+,163,261,2021-11-06
