Jurisdiction,Active,Recovered,Deaths,Date
Australia,26,73,11,2021-10-06
ACT,0,0,0,2021-10-06
NSW,18,13,2,2021-10-06
NT,0,0,0,2021-10-06
QLD,0,8,0,2021-10-06
SA,0,1,0,2021-10-06
TAS,0,3,2,2021-10-06
VIC,9,48,5,2021-10-06
WA,0,0,1,2021-10-06
