Jurisdiction,Active,Recovered,Deaths,Date
Australia,98,76,13,2022-01-01
ACT,0,0,0,2022-01-01
NSW,26,15,3,2022-01-01
NT,0,0,0,2022-01-01
QLD,3,8,0,2022-01-01
SA,0,1,0,2022-01-01
TAS,0,3,2,2022-01-01
VIC,69,49,7,2022-01-01
WA,0,0,1,2022-01-01
