Jurisdiction,Active,Recovered,Deaths,Date
Australia,693,1587,835,2021-11-09
ACT,0,8,7,2021-11-09
NSW,271,118,96,2021-11-09
NT,0,0,0,2021-11-09
QLD,0,0,1,2021-11-09
SA,0,0,0,2021-11-09
TAS,0,0,1,2021-11-09
VIC,422,1461,730,2021-11-09
WA,0,0,0,2021-11-09
