Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,366895,1623,3,29068,13651,36,205164,2022-02-01
ACT,3750,326,0,0,3385,0,0,2022-02-01
NSW,200901,14,1,12803,59,6,96224,2022-02-01
NT,6165,9,0,961,58,0,4635,2022-02-01
QLD,63119,143,0,3733,1518,1,42636,2022-02-01
SA,18928,356,2,908,2536,27,9781,2022-02-01
TAS,1156,1,0,102,3,0,1644,2022-02-01
VIC,72710,755,0,10556,5975,0,50230,2022-02-01
WA,166,19,0,5,117,2,14,2022-02-01
