Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,734211,3420,5,64825,31707,57,479533,2022-01-13
ACT,5004,1020,0,0,9478,0,0,2022-01-13
NSW,337818,177,2,30362,1610,6,222842,2022-01-13
NT,3290,6,0,314,960,14,1626,2022-01-13
QLD,130947,12,0,12090,176,0,87920,2022-01-13
SA,32516,17,0,3652,5423,24,21155,2022-01-13
TAS,2800,3,0,253,45,2,4763,2022-01-13
VIC,221726,2172,0,18154,13965,1,141226,2022-01-13
WA,110,13,3,0,50,10,1,2022-01-13
