Jurisdiction,Active,Recovered,Deaths,Date
Australia,37,76,11,2021-12-03
ACT,0,0,0,2021-12-03
NSW,16,15,3,2021-12-03
NT,0,0,0,2021-12-03
QLD,0,8,0,2021-12-03
SA,0,1,0,2021-12-03
TAS,0,3,2,2021-12-03
VIC,21,49,5,2021-12-03
WA,0,0,1,2021-12-03
