Jurisdiction,Active,Recovered,Deaths,Date
Australia,37,76,11,2021-12-01
ACT,0,0,0,2021-12-01
NSW,16,15,3,2021-12-01
NT,0,0,0,2021-12-01
QLD,0,8,0,2021-12-01
SA,0,1,0,2021-12-01
TAS,0,3,2,2021-12-01
VIC,21,49,5,2021-12-01
WA,0,0,1,2021-12-01
