Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,368177,8820,11,31560,64572,99,241603,2022-03-20
ACT,6020,926,0,0,7093,0,0,2022-03-20
NSW,202419,2,0,16811,5,2,126005,2022-03-20
NT,1578,6,0,146,211,0,1320,2022-03-20
QLD,37168,342,0,5365,1486,1,40155,2022-03-20
SA,24324,3098,6,64,22704,40,497,2022-03-20
TAS,9787,2,0,1303,2214,0,8560,2022-03-20
VIC,49921,315,0,6379,2050,0,53664,2022-03-20
WA,36960,4129,5,1492,28809,56,11402,2022-03-20
