Jurisdiction,Active,Recovered,Deaths,Date
Australia,758,1783,874,2021-12-01
ACT,4,8,7,2021-12-01
NSW,276,122,99,2021-12-01
NT,0,0,0,2021-12-01
QLD,0,0,1,2021-12-01
SA,0,0,0,2021-12-01
TAS,0,0,1,2021-12-01
VIC,478,1653,766,2021-12-01
WA,0,0,0,2021-12-01
