Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,27944,743,4,1190,4098,15,9412,2021-10-29
ACT,234,10,0,0,81,1,0,2021-10-29
NSW,3960,268,1,0,2003,5,0,2021-10-29
NT,2,0,0,0,0,0,0,2021-10-29
QLD,17,0,2,0,2,5,0,2021-10-29
SA,1,0,0,0,0,1,0,2021-10-29
TAS,0,0,0,0,0,0,0,2021-10-29
VIC,23730,465,1,1190,2012,3,9412,2021-10-29
WA,0,0,0,0,0,0,0,2021-10-29
