Age Group,Male,Female,Date
0-9,5,8,2022-08-24
10-19,7,3,2022-08-24
20-29,18,13,2022-08-24
30-39,58,33,2022-08-24
40-49,112,80,2022-08-24
50-59,298,188,2022-08-24
60-69,727,411,2022-08-24
70-79,1691,913,2022-08-24
80-89,2687,2024,2022-08-24
90+,1661,2124,2022-08-24
