Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,27529,1004,7,1331,4925,31,11096,2021-10-16
ACT,495,15,0,5,171,0,71,2021-10-16
NSW,5334,319,2,0,2857,9,0,2021-10-16
NT,9,3,0,0,5,6,0,2021-10-16
QLD,29,0,3,0,1,10,1,2021-10-16
SA,7,0,1,0,5,2,0,2021-10-16
TAS,2,0,0,0,1,0,0,2021-10-16
VIC,21647,667,0,1326,1885,2,11024,2021-10-16
WA,6,0,1,0,0,2,0,2021-10-16
