Jurisdiction,Active,Recovered,Deaths,Date
Australia,560,1449,774,2021-10-21
ACT,0,8,7,2021-10-21
NSW,291,84,82,2021-10-21
NT,0,0,0,2021-10-21
QLD,0,0,1,2021-10-21
SA,0,0,0,2021-10-21
TAS,0,0,1,2021-10-21
VIC,269,1357,683,2021-10-21
WA,0,0,0,2021-10-21
