Local Government Area,Total cases,Date
Aurukun Shire,136,2022-09-05
Balonne Shire,455,2022-09-05
Banana Shire,808,2022-09-05
Barcaldine Regional,163,2022-09-05
Barcoo Shire,4,2022-09-05
Blackall Tambo Regional,83,2022-09-05
Boulia Shire,13,2022-09-05
Brisbane City,168127,2022-09-05
Bulloo Shire,12,2022-09-05
Bundaberg Regional,10477,2022-09-05
Burdekin Shire,1466,2022-09-05
Burke Shire,28,2022-09-05
Cairns Regional,48747,2022-09-05
Carpentaria Shire,170,2022-09-05
Cassowary Coast Regional,5681,2022-09-05
Central Highlands Regional,2169,2022-09-05
Charters Towers Regional,1186,2022-09-05
Cherbourg Aboriginal Shire,389,2022-09-05
Cloncurry Shire,183,2022-09-05
Cook Shire,1162,2022-09-05
Croydon Shire,23,2022-09-05
Diamantina Shire,32,2022-09-05
Doomadgee Aboriginal Shire,174,2022-09-05
Douglas Shire,3009,2022-09-05
Etheridge Shire,67,2022-09-05
Flinders Shire,181,2022-09-05
Fraser Coast Regional,12389,2022-09-05
Gladstone Regional,4812,2022-09-05
Gold Coast City,92255,2022-09-05
Goondiwindi Regional,790,2022-09-05
Gympie Regional,4143,2022-09-05
Hinchinbrook Shire,612,2022-09-05
Hope Vale Aboriginal Shire,339,2022-09-05
Interstate/Other,20916,2022-09-05
Ipswich City,33220,2022-09-05
Isaac Regional,1086,2022-09-05
Kowanyama Aboriginal Shire,196,2022-09-05
Livingstone Shire,2987,2022-09-05
Lockhart River Aboriginal Shire,156,2022-09-05
Lockyer Valley Regional,3268,2022-09-05
Logan City,43461,2022-09-05
Longreach Regional,154,2022-09-05
Mackay Regional,13285,2022-09-05
Mapoon Aboriginal Shire,82,2022-09-05
Maranoa Regional,1202,2022-09-05
Mareeba Shire,5491,2022-09-05
McKinlay Shire,22,2022-09-05
Moreton Bay Regional,61255,2022-09-05
Mornington Shire,136,2022-09-05
Mount Isa City,2046,2022-09-05
Murweh Shire,348,2022-09-05
Napranum Aboriginal Shire,277,2022-09-05
Noosa Shire,6575,2022-09-05
North Burnett Regional,711,2022-09-05
Northern Peninsula Area Regional,772,2022-09-05
Not Supplied,913245,2022-09-05
Palm Island Aboriginal Shire,763,2022-09-05
Paroo Shire,93,2022-09-05
Pormpuraaw Aboriginal Shire,227,2022-09-05
Quilpie Shire,45,2022-09-05
Redland City,18554,2022-09-05
Richmond Shire,51,2022-09-05
Rockhampton Regional,6968,2022-09-05
Scenic Rim Regional,3161,2022-09-05
Somerset Regional,1979,2022-09-05
South Burnett Regional,1726,2022-09-05
Southern Downs Regional,3189,2022-09-05
Sunshine Coast Regional,43085,2022-09-05
Tablelands Regional,4761,2022-09-05
Toowoomba Regional,18476,2022-09-05
Torres Shire,1359,2022-09-05
Torres Strait Island Regional,1047,2022-09-05
Townsville City,28876,2022-09-05
Weipa Town,1501,2022-09-05
Western Downs Regional,1726,2022-09-05
Whitsunday Regional,3206,2022-09-05
Winton Shire,46,2022-09-05
Woorabinda Aboriginal Shire,330,2022-09-05
Wujal Wujal Aboriginal Shire,111,2022-09-05
Yarrabah Aboriginal Shire,1171,2022-09-05
Total cases,1613627,2022-09-05
