Local Government Area,Total cases,Date
Aurukun Shire,94,2022-04-15
Balonne Shire,163,2022-04-15
Banana Shire,514,2022-04-15
Barcaldine Regional,31,2022-04-15
Barcoo Shire,2,2022-04-15
Blackall Tambo Regional,21,2022-04-15
Boulia Shire,9,2022-04-15
Brisbane City,110279,2022-04-15
Bulloo Shire,7,2022-04-15
Bundaberg Regional,5240,2022-04-15
Burdekin Shire,990,2022-04-15
Burke Shire,8,2022-04-15
Cairns Regional,29936,2022-04-15
Carpentaria Shire,138,2022-04-15
Cassowary Coast Regional,3187,2022-04-15
Central Highlands Regional,1400,2022-04-15
Charters Towers Regional,243,2022-04-15
Cherbourg Aboriginal Shire,236,2022-04-15
Cloncurry Shire,115,2022-04-15
Cook Shire,722,2022-04-15
Croydon Shire,4,2022-04-15
Diamantina Shire,4,2022-04-15
Doomadgee Aboriginal Shire,154,2022-04-15
Douglas Shire,1934,2022-04-15
Etheridge Shire,22,2022-04-15
Flinders Shire,75,2022-04-15
Fraser Coast Regional,6047,2022-04-15
Gladstone Regional,2808,2022-04-15
Gold Coast City,64869,2022-04-15
Goondiwindi Regional,462,2022-04-15
Gympie Regional,2456,2022-04-15
Hinchinbrook Shire,353,2022-04-15
Hope Vale Aboriginal Shire,235,2022-04-15
Interstate/Other,13473,2022-04-15
Ipswich City,23538,2022-04-15
Isaac Regional,807,2022-04-15
Kowanyama Aboriginal Shire,140,2022-04-15
Livingstone Shire,2032,2022-04-15
Lockhart River Aboriginal Shire,108,2022-04-15
Lockyer Valley Regional,2163,2022-04-15
Logan City,31055,2022-04-15
Longreach Regional,44,2022-04-15
Mackay Regional,8537,2022-04-15
Mapoon Aboriginal Shire,56,2022-04-15
Maranoa Regional,590,2022-04-15
Mareeba Shire,2774,2022-04-15
McKinlay Shire,8,2022-04-15
Moreton Bay Regional,38185,2022-04-15
Mornington Shire,123,2022-04-15
Mount Isa City,670,2022-04-15
Murweh Shire,111,2022-04-15
Napranum Aboriginal Shire,236,2022-04-15
Noosa Shire,4210,2022-04-15
North Burnett Regional,360,2022-04-15
Northern Peninsula Area Regional,604,2022-04-15
Not Supplied,448422,2022-04-15
Palm Island Aboriginal Shire,641,2022-04-15
Paroo Shire,53,2022-04-15
Pormpuraaw Aboriginal Shire,185,2022-04-15
Quilpie Shire,15,2022-04-15
Redland City,12223,2022-04-15
Richmond Shire,24,2022-04-15
Rockhampton Regional,4922,2022-04-15
Scenic Rim Regional,1859,2022-04-15
Somerset Regional,1266,2022-04-15
South Burnett Regional,1031,2022-04-15
Southern Downs Regional,1593,2022-04-15
Sunshine Coast Regional,28099,2022-04-15
Tablelands Regional,2507,2022-04-15
Toowoomba Regional,7363,2022-04-15
Torres Shire,1079,2022-04-15
Torres Strait Island Regional,824,2022-04-15
Townsville City,17206,2022-04-15
Weipa Town,849,2022-04-15
Western Downs Regional,1102,2022-04-15
Whitsunday Regional,2300,2022-04-15
Winton Shire,18,2022-04-15
Woorabinda Aboriginal Shire,17,2022-04-15
Wujal Wujal Aboriginal Shire,70,2022-04-15
Yarrabah Aboriginal Shire,729,2022-04-15
Total cases,896979,2022-04-15
