Local Government Area,Total cases,Date
Aurukun Shire,134,2022-08-23
Balonne Shire,447,2022-08-23
Banana Shire,803,2022-08-23
Barcaldine Regional,158,2022-08-23
Barcoo Shire,4,2022-08-23
Blackall Tambo Regional,83,2022-08-23
Boulia Shire,13,2022-08-23
Brisbane City,166707,2022-08-23
Bulloo Shire,12,2022-08-23
Bundaberg Regional,10220,2022-08-23
Burdekin Shire,1459,2022-08-23
Burke Shire,27,2022-08-23
Cairns Regional,47751,2022-08-23
Carpentaria Shire,171,2022-08-23
Cassowary Coast Regional,5550,2022-08-23
Central Highlands Regional,2156,2022-08-23
Charters Towers Regional,1179,2022-08-23
Cherbourg Aboriginal Shire,352,2022-08-23
Cloncurry Shire,181,2022-08-23
Cook Shire,1136,2022-08-23
Croydon Shire,21,2022-08-23
Diamantina Shire,32,2022-08-23
Doomadgee Aboriginal Shire,174,2022-08-23
Douglas Shire,2962,2022-08-23
Etheridge Shire,65,2022-08-23
Flinders Shire,179,2022-08-23
Fraser Coast Regional,12070,2022-08-23
Gladstone Regional,4789,2022-08-23
Gold Coast City,91604,2022-08-23
Goondiwindi Regional,777,2022-08-23
Gympie Regional,4107,2022-08-23
Hinchinbrook Shire,610,2022-08-23
Hope Vale Aboriginal Shire,335,2022-08-23
Interstate/Other,20696,2022-08-23
Ipswich City,32992,2022-08-23
Isaac Regional,1079,2022-08-23
Kowanyama Aboriginal Shire,193,2022-08-23
Livingstone Shire,2972,2022-08-23
Lockhart River Aboriginal Shire,152,2022-08-23
Lockyer Valley Regional,3214,2022-08-23
Logan City,43162,2022-08-23
Longreach Regional,152,2022-08-23
Mackay Regional,13223,2022-08-23
Mapoon Aboriginal Shire,80,2022-08-23
Maranoa Regional,1164,2022-08-23
Mareeba Shire,5263,2022-08-23
McKinlay Shire,20,2022-08-23
Moreton Bay Regional,60457,2022-08-23
Mornington Shire,132,2022-08-23
Mount Isa City,1994,2022-08-23
Murweh Shire,343,2022-08-23
Napranum Aboriginal Shire,272,2022-08-23
Noosa Shire,6522,2022-08-23
North Burnett Regional,678,2022-08-23
Northern Peninsula Area Regional,770,2022-08-23
Not Supplied,900679,2022-08-23
Palm Island Aboriginal Shire,762,2022-08-23
Paroo Shire,92,2022-08-23
Pormpuraaw Aboriginal Shire,224,2022-08-23
Quilpie Shire,45,2022-08-23
Redland City,18401,2022-08-23
Richmond Shire,52,2022-08-23
Rockhampton Regional,6927,2022-08-23
Scenic Rim Regional,3135,2022-08-23
Somerset Regional,1958,2022-08-23
South Burnett Regional,1696,2022-08-23
Southern Downs Regional,3139,2022-08-23
Sunshine Coast Regional,42818,2022-08-23
Tablelands Regional,4623,2022-08-23
Toowoomba Regional,18256,2022-08-23
Torres Shire,1346,2022-08-23
Torres Strait Island Regional,1025,2022-08-23
Townsville City,28747,2022-08-23
Weipa Town,1474,2022-08-23
Western Downs Regional,1710,2022-08-23
Whitsunday Regional,3193,2022-08-23
Winton Shire,46,2022-08-23
Woorabinda Aboriginal Shire,329,2022-08-23
Wujal Wujal Aboriginal Shire,107,2022-08-23
Yarrabah Aboriginal Shire,1032,2022-08-23
Total cases,1593614,2022-08-23
