Local Government Area,Total cases,Date
Aurukun Shire,87,2022-02-25
Balonne Shire,101,2022-02-25
Banana Shire,361,2022-02-25
Barcaldine Regional,18,2022-02-25
Barcoo Shire,2,2022-02-25
Blackall Tambo Regional,20,2022-02-25
Boulia Shire,3,2022-02-25
Brisbane City,86691,2022-02-25
Bulloo Shire,5,2022-02-25
Bundaberg Regional,3091,2022-02-25
Burdekin Shire,833,2022-02-25
Burke Shire,4,2022-02-25
Cairns Regional,18253,2022-02-25
Carpentaria Shire,121,2022-02-25
Cassowary Coast Regional,1819,2022-02-25
Central Highlands Regional,1020,2022-02-25
Charters Towers Regional,198,2022-02-25
Cherbourg Aboriginal Shire,203,2022-02-25
Cloncurry Shire,83,2022-02-25
Cook Shire,411,2022-02-25
Croydon Shire,2,2022-02-25
Diamantina Shire,2,2022-02-25
Doomadgee Aboriginal Shire,132,2022-02-25
Douglas Shire,1305,2022-02-25
Etheridge Shire,9,2022-02-25
Flinders Shire,69,2022-02-25
Fraser Coast Regional,3320,2022-02-25
Gladstone Regional,1585,2022-02-25
Gold Coast City,54636,2022-02-25
Goondiwindi Regional,400,2022-02-25
Gympie Regional,1755,2022-02-25
Hinchinbrook Shire,290,2022-02-25
Hope Vale Aboriginal Shire,58,2022-02-25
Interstate/Other,12343,2022-02-25
Ipswich City,18000,2022-02-25
Isaac Regional,651,2022-02-25
Kowanyama Aboriginal Shire,132,2022-02-25
Livingstone Shire,1487,2022-02-25
Lockhart River Aboriginal Shire,100,2022-02-25
Lockyer Valley Regional,1683,2022-02-25
Logan City,26240,2022-02-25
Longreach Regional,34,2022-02-25
Mackay Regional,6209,2022-02-25
Mapoon Aboriginal Shire,41,2022-02-25
Maranoa Regional,440,2022-02-25
Mareeba Shire,1791,2022-02-25
McKinlay Shire,7,2022-02-25
Moreton Bay Regional,28030,2022-02-25
Mornington Shire,100,2022-02-25
Mount Isa City,605,2022-02-25
Murweh Shire,89,2022-02-25
Napranum Aboriginal Shire,175,2022-02-25
Noosa Shire,3513,2022-02-25
North Burnett Regional,229,2022-02-25
Northern Peninsula Area Regional,503,2022-02-25
Not Supplied,213303,2022-02-25
Palm Island Aboriginal Shire,540,2022-02-25
Paroo Shire,35,2022-02-25
Pormpuraaw Aboriginal Shire,168,2022-02-25
Quilpie Shire,13,2022-02-25
Redland City,9382,2022-02-25
Richmond Shire,14,2022-02-25
Rockhampton Regional,3227,2022-02-25
Scenic Rim Regional,1458,2022-02-25
Somerset Regional,1029,2022-02-25
South Burnett Regional,853,2022-02-25
Southern Downs Regional,1242,2022-02-25
Sunshine Coast Regional,21753,2022-02-25
Tablelands Regional,1075,2022-02-25
Toowoomba Regional,5128,2022-02-25
Torres Shire,649,2022-02-25
Torres Strait Island Regional,458,2022-02-25
Townsville City,11499,2022-02-25
Weipa Town,456,2022-02-25
Western Downs Regional,880,2022-02-25
Whitsunday Regional,2092,2022-02-25
Winton Shire,14,2022-02-25
Woorabinda Aboriginal Shire,15,2022-02-25
Wujal Wujal Aboriginal Shire,44,2022-02-25
Yarrabah Aboriginal Shire,671,2022-02-25
Total cases,555287,2022-02-25
