Local Government Area,Total cases,Date
Aurukun Shire,92,2022-05-11
Balonne Shire,220,2022-05-11
Banana Shire,551,2022-05-11
Barcaldine Regional,51,2022-05-11
Barcoo Shire,3,2022-05-11
Blackall Tambo Regional,28,2022-05-11
Boulia Shire,11,2022-05-11
Brisbane City,120993,2022-05-11
Bulloo Shire,8,2022-05-11
Bundaberg Regional,5850,2022-05-11
Burdekin Shire,1035,2022-05-11
Burke Shire,7,2022-05-11
Cairns Regional,36183,2022-05-11
Carpentaria Shire,143,2022-05-11
Cassowary Coast Regional,3875,2022-05-11
Central Highlands Regional,1531,2022-05-11
Charters Towers Regional,260,2022-05-11
Cherbourg Aboriginal Shire,285,2022-05-11
Cloncurry Shire,125,2022-05-11
Cook Shire,832,2022-05-11
Croydon Shire,9,2022-05-11
Diamantina Shire,18,2022-05-11
Doomadgee Aboriginal Shire,154,2022-05-11
Douglas Shire,2259,2022-05-11
Etheridge Shire,29,2022-05-11
Flinders Shire,91,2022-05-11
Fraser Coast Regional,7413,2022-05-11
Gladstone Regional,2991,2022-05-11
Gold Coast City,69638,2022-05-11
Goondiwindi Regional,480,2022-05-11
Gympie Regional,2841,2022-05-11
Hinchinbrook Shire,408,2022-05-11
Hope Vale Aboriginal Shire,244,2022-05-11
Interstate/Other,14317,2022-05-11
Ipswich City,25831,2022-05-11
Isaac Regional,848,2022-05-11
Kowanyama Aboriginal Shire,140,2022-05-11
Livingstone Shire,2203,2022-05-11
Lockhart River Aboriginal Shire,111,2022-05-11
Lockyer Valley Regional,2394,2022-05-11
Logan City,33411,2022-05-11
Longreach Regional,64,2022-05-11
Mackay Regional,9447,2022-05-11
Mapoon Aboriginal Shire,58,2022-05-11
Maranoa Regional,694,2022-05-11
Mareeba Shire,3518,2022-05-11
McKinlay Shire,8,2022-05-11
Moreton Bay Regional,42240,2022-05-11
Mornington Shire,125,2022-05-11
Mount Isa City,679,2022-05-11
Murweh Shire,146,2022-05-11
Napranum Aboriginal Shire,243,2022-05-11
Noosa Shire,4644,2022-05-11
North Burnett Regional,395,2022-05-11
Northern Peninsula Area Regional,631,2022-05-11
Not Supplied,563416,2022-05-11
Palm Island Aboriginal Shire,653,2022-05-11
Paroo Shire,60,2022-05-11
Pormpuraaw Aboriginal Shire,189,2022-05-11
Quilpie Shire,23,2022-05-11
Redland City,13474,2022-05-11
Richmond Shire,29,2022-05-11
Rockhampton Regional,5326,2022-05-11
Scenic Rim Regional,2105,2022-05-11
Somerset Regional,1421,2022-05-11
South Burnett Regional,1108,2022-05-11
Southern Downs Regional,1801,2022-05-11
Sunshine Coast Regional,31108,2022-05-11
Tablelands Regional,3036,2022-05-11
Toowoomba Regional,8638,2022-05-11
Torres Shire,1165,2022-05-11
Torres Strait Island Regional,888,2022-05-11
Townsville City,19427,2022-05-11
Weipa Town,1077,2022-05-11
Western Downs Regional,1151,2022-05-11
Whitsunday Regional,2379,2022-05-11
Winton Shire,21,2022-05-11
Woorabinda Aboriginal Shire,25,2022-05-11
Wujal Wujal Aboriginal Shire,87,2022-05-11
Yarrabah Aboriginal Shire,757,2022-05-11
Total cases,1060169,2022-05-11
